id,EnergyDuration
149458_train2,3414
149459_train2,3418
149460_train2,3382
149461_train2,3418
149462_train2,3422
149463_train2,3423
149464_train2,3413
149465_train2,3435
149466_train2,3414
149467_train2,3417
149468_train2,3414
149469_train2,3415
149470_train2,3436
149471_train2,3424
149472_train2,3426
149473_train2,3412
149474_train2,3429
149475_train2,3425
149476_train2,3417
149477_train2,3415
149478_train2,3415
149479_train2,3408
149480_train2,3424
149481_train2,3448
149482_train2,3433
149483_train2,3415
149484_train2,3426
149485_train2,3423
149486_train2,3409
149487_train2,3421
149488_train2,3434
149489_train2,3424
149490_train2,3426
149491_train2,3429
149492_train2,3420
149493_train2,3419
149494_train2,3407
149495_train2,3410
149496_train2,3411
149497_train2,3412
149498_train2,3418
149499_train2,3415
149500_train2,3416
149501_train2,3413
149502_train2,3420
149503_train2,3434
149504_train2,3430
149505_train2,3427
149506_train2,3412
149507_train2,3409
149508_train2,3427
149509_train2,3419
149510_train2,3423
149511_train2,3424
149512_train2,3419
149513_train2,3423
149514_train2,3422
149515_train2,3424
149516_train2,3423
149517_train2,3417
149518_train2,3426
149519_train2,3417
149520_train2,3419
149521_train2,3420
149522_train2,3415
149523_train2,3417
149524_train2,3417
149525_train2,3424
149526_train2,3419
149527_train2,3413
149528_train2,3418
149529_train2,3440
149530_train2,3433
149531_train2,3433
149532_train2,3421
149533_train2,3416
149534_train2,3418
149535_train2,3422
149536_train2,3421
149537_train2,3398
149538_train2,3419
149539_train2,3418
149540_train2,3409
149541_train2,3422
149542_train2,3436
149543_train2,3419
149544_train2,3435
149545_train2,3413
149546_train2,3423
149547_train2,3427
149548_train2,3434
149549_train2,3414
149550_train2,3417
149551_train2,3404
149552_train2,3431
149553_train2,3433
149554_train2,3436
149555_train2,3431
149556_train2,3432
149557_train2,3406
149558_train2,3406
149559_train2,3413
149560_train2,3415
149561_train2,3420
149562_train2,3424
149563_train2,3423
149564_train2,3423
149565_train2,3421
149566_train2,3421
149567_train2,3419
149568_train2,3417
149569_train2,3413
149570_train2,3411
149571_train2,3413
149572_train2,3432
149573_train2,3430
149574_train2,3426
149575_train2,3412
149576_train2,3422
149577_train2,3416
149578_train2,3426
149579_train2,3417
149580_train2,3416
149581_train2,3430
149582_train2,3410
149583_train2,3414
149584_train2,3420
149585_train2,3413
149586_train2,3422
149587_train2,3429
149588_train2,3422
149589_train2,3422
149590_train2,3420
149591_train2,3401
149592_train2,3424
149593_train2,3410
149594_train2,3432
149595_train2,3434
149596_train2,3416
149597_train2,3426
149598_train2,3434
149599_train2,3424
149600_train2,3413
149601_train2,3420
149602_train2,3422
149603_train2,3409
149604_train2,3403
149605_train2,3425
149606_train2,3431
149607_train2,3417
149608_train2,3438
149609_train2,3426
149610_train2,3422
149611_train2,3423
149612_train2,3422
149613_train2,3406
149614_train2,3416
149615_train2,3420
149616_train2,3424
149617_train2,3419
149618_train2,3415
149619_train2,3423
149620_train2,3410
149621_train2,3427
149622_train2,3425
149623_train2,3410
149624_train2,3409
149625_train2,3420
149626_train2,3403
149627_train2,3428
149628_train2,3414
149629_train2,3417
149630_train2,3404
149631_train2,3410
149632_train2,3425
149633_train2,3412
149634_train2,3418
149635_train2,3411
149636_train2,3422
149637_train2,3429
149638_train2,3425
149639_train2,3421
149640_train2,3420
149641_train2,3419
149642_train2,3432
149643_train2,3403
149644_train2,3418
149645_train2,3416
149646_train2,3425
149647_train2,3412
149648_train2,3424
149649_train2,3413
149650_train2,3416
149651_train2,3424
149652_train2,3416
149653_train2,3426
149654_train2,3417
149655_train2,3429
149656_train2,3411
149657_train2,3419
149658_train2,3417
149659_train2,3428
149660_train2,3414
149661_train2,3422
149662_train2,3409
149663_train2,3433
149664_train2,3422
149665_train2,3420
149666_train2,3428
149667_train2,3407
149668_train2,3415
149669_train2,3437
149670_train2,3418
149671_train2,3426
149672_train2,3423
149673_train2,3418
149674_train2,3412
149675_train2,3414
149676_train2,3397
149677_train2,3411
149678_train2,3408
149679_train2,3411
149680_train2,3422
149681_train2,3430
149682_train2,3407
149683_train2,3403
149684_train2,3414
149685_train2,3404
149686_train2,3421
149687_train2,3404
149688_train2,3418
149689_train2,3410
149690_train2,3413
149691_train2,3418
149692_train2,3425
149693_train2,3418
149694_train2,3416
149695_train2,3421
149696_train2,3424
149697_train2,3414
149698_train2,3431
149699_train2,3410
149700_train2,3419
149701_train2,3428
149702_train2,3416
149703_train2,3426
149704_train2,3414
149705_train2,3428
149706_train2,3410
149707_train2,3416
149708_train2,3437
149709_train2,3418
149710_train2,3433
149711_train2,3420
149712_train2,3413
149713_train2,3436
149714_train2,3412
149715_train2,3437
149716_train2,3420
149717_train2,3436
149718_train2,3415
149719_train2,3434
149720_train2,3411
149721_train2,3424
149722_train2,3421
149723_train2,3408
149724_train2,3411
149725_train2,3415
149726_train2,3436
149727_train2,3409
149728_train2,3416
149729_train2,3425
149730_train2,3415
149731_train2,3424
149732_train2,3414
149733_train2,3427
149734_train2,3420
149735_train2,3418
149736_train2,3407
149737_train2,3415
149738_train2,3425
149739_train2,3421
149740_train2,3415
149741_train2,3423
149742_train2,3421
149743_train2,3420
149744_train2,3425
149745_train2,3406
149746_train2,3423
149747_train2,3417
149748_train2,3410
149749_train2,3419
149750_train2,3412
149751_train2,3435
149752_train2,3423
149753_train2,3421
149754_train2,3436
149755_train2,3423
149756_train2,3424
149757_train2,3419
149758_train2,3407
149759_train2,3435
149760_train2,3411
149761_train2,3443
149762_train2,3421
149763_train2,3423
149764_train2,3420
149765_train2,3433
149766_train2,3430
149767_train2,3417
149768_train2,3400
149769_train2,3408
149770_train2,3412
149771_train2,3434
149772_train2,3425
149773_train2,3431
149774_train2,3417
149775_train2,3421
149776_train2,3424
149777_train2,3419
149778_train2,3438
149779_train2,3426
149780_train2,3411
149781_train2,3412
149782_train2,3414
149783_train2,3417
149784_train2,3407
149785_train2,3431
149786_train2,3411
149787_train2,3407
149788_train2,3398
149789_train2,3424
149790_train2,3430
149791_train2,3413
149792_train2,3422
149793_train2,3414
149794_train2,3421
149795_train2,3421
149796_train2,3430
149797_train2,3411
149798_train2,3411
149799_train2,3413
149800_train2,3440
149801_train2,3419
149802_train2,3412
149803_train2,3423
149804_train2,3416
149805_train2,3438
149806_train2,3412
149807_train2,3442
149808_train2,3413
149809_train2,3418
149810_train2,3419
149811_train2,3413
149812_train2,3411
149813_train2,3422
149814_train2,3426
149815_train2,3429
149816_train2,3421
149817_train2,3437
149818_train2,3425
149819_train2,3430
149820_train2,3417
149821_train2,3422
149822_train2,3418
149823_train2,3424
149824_train2,3423
149825_train2,3410
149826_train2,3435
149827_train2,3423
149828_train2,3414
149829_train2,3419
149830_train2,3423
149831_train2,3416
149832_train2,3413
149833_train2,3433
149834_train2,3420
149835_train2,3415
149836_train2,3423
149837_train2,3427
149838_train2,3427
149839_train2,3404
149840_train2,3418
149841_train2,3422
149842_train2,3421
149843_train2,3422
149844_train2,3416
149845_train2,3425
149846_train2,3413
149847_train2,3414
149848_train2,3432
149849_train2,3418
149850_train2,3403
149851_train2,3422
149852_train2,3411
149853_train2,3434
149854_train2,3416
149855_train2,3413
149856_train2,3418
149857_train2,3416
149858_train2,3418
149859_train2,3422
149860_train2,3411
149861_train2,3413
149862_train2,3415
149863_train2,3440
149864_train2,3415
149865_train2,3423
149866_train2,3416
149867_train2,3415
149868_train2,3415
149869_train2,3419
149870_train2,3427
149871_train2,3425
149872_train2,3424
149873_train2,3416
149874_train2,3397
149875_train2,3407
149876_train2,3415
149877_train2,3418
149878_train2,3430
149879_train2,3427
149880_train2,3428
149881_train2,3422
149882_train2,3418
149883_train2,3398
149884_train2,3413
149885_train2,3414
149886_train2,3421
149887_train2,3425
149888_train2,3427
149889_train2,3421
149890_train2,3432
149891_train2,3428
149892_train2,3429
149893_train2,3418
149894_train2,3425
149895_train2,3424
149896_train2,3421
149897_train2,3438
149898_train2,3429
149899_train2,3414
149900_train2,3434
149901_train2,3411
149902_train2,3412
149903_train2,3412
149904_train2,3432
149905_train2,3412
149906_train2,3428
149907_train2,3413
149908_train2,3413
149909_train2,3424
149910_train2,3416
149911_train2,3424
149912_train2,3415
149913_train2,3426
149914_train2,3425
149915_train2,3440
149916_train2,3424
149917_train2,3439
149918_train2,3432
149919_train2,3418
149920_train2,3422
149921_train2,3433
149922_train2,3422
149923_train2,3430
149924_train2,3413
149925_train2,3416
149926_train2,3431
149927_train2,3421
149928_train2,3425
149929_train2,3415
149930_train2,3425
149931_train2,3422
149932_train2,3426
149933_train2,3409
149934_train2,3417
149935_train2,3434
149936_train2,3403
149937_train2,3416
149938_train2,3422
149939_train2,3431
149940_train2,3429
149941_train2,3432
149942_train2,3431
149943_train2,3412
149944_train2,3418
149945_train2,3428
149946_train2,3421
149947_train2,3414
149948_train2,3413
149949_train2,3438
149950_train2,3428
149951_train2,3426
149952_train2,3424
149953_train2,3418
149954_train2,3427
149955_train2,3414
149956_train2,3428
149957_train2,3416
149958_train2,3439
149959_train2,3419
149960_train2,3409
149961_train2,3419
149962_train2,3423
149963_train2,3432
149964_train2,3426
149965_train2,3424
149966_train2,3418
149967_train2,3422
149968_train2,3401
149969_train2,3417
149970_train2,3427
149971_train2,3421
149972_train2,3429
149973_train2,3422
149974_train2,3411
149975_train2,3414
149976_train2,3434
149977_train2,3432
149978_train2,3419
149979_train2,3403
149980_train2,3421
149981_train2,3420
149982_train2,3440
149983_train2,3432
149984_train2,3418
149985_train2,3435
149986_train2,3424
149987_train2,3433
149988_train2,3420
149989_train2,3413
149990_train2,3421
149991_train2,3415
149992_train2,3414
149993_train2,3436
149994_train2,3418
149995_train2,3435
149996_train2,3428
149997_train2,3419
149998_train2,3414
149999_train2,3433
150000_train2,3424
150001_train2,3397
150002_train2,3418
150003_train2,3428
150004_train2,3405
150005_train2,3435
150006_train2,3417
150007_train2,3414
150008_train2,3428
150009_train2,3430
150010_train2,3425
150011_train2,3415
150012_train2,3398
150013_train2,3411
150014_train2,3417
150015_train2,3418
150016_train2,3411
150017_train2,3422
150018_train2,3426
150019_train2,3424
150020_train2,3420
150021_train2,3418
150022_train2,3425
150023_train2,3425
150024_train2,3424
150025_train2,3427
150026_train2,3424
150027_train2,3418
150028_train2,3420
150029_train2,3415
150030_train2,3411
150031_train2,3413
150032_train2,3420
150033_train2,3433
150034_train2,3429
150035_train2,3426
150036_train2,3395
150037_train2,3415
150038_train2,3418
150039_train2,3437
150040_train2,3416
150041_train2,3423
150042_train2,3415
150043_train2,3438
150044_train2,3435
150045_train2,3418
150046_train2,3395
150047_train2,3420
150048_train2,3418
150049_train2,3431
150050_train2,3416
150051_train2,3408
150052_train2,3424
150053_train2,3424
150054_train2,3424
150055_train2,3426
150056_train2,3427
150057_train2,3424
150058_train2,3425
150059_train2,3425
150060_train2,3422
150061_train2,3424
150062_train2,3425
150063_train2,3420
150064_train2,3410
150065_train2,3426
150066_train2,3423
150067_train2,3409
150068_train2,3418
150069_train2,3430
150070_train2,3418
150071_train2,3420
150072_train2,3418
150073_train2,3428
150074_train2,3425
150075_train2,3417
150076_train2,3429
150077_train2,3431
150078_train2,3437
150079_train2,3419
150080_train2,3428
150081_train2,3421
150082_train2,3424
150083_train2,3414
150084_train2,3427
150085_train2,3418
150086_train2,3428
150087_train2,3430
150088_train2,3421
150089_train2,3418
150090_train2,3439
150091_train2,3435
150092_train2,3419
150093_train2,3421
150094_train2,3411
150095_train2,3440
150096_train2,3406
150097_train2,3421
150098_train2,3422
150099_train2,3414
150100_train2,3421
150101_train2,3433
150102_train2,3417
150103_train2,3410
150104_train2,3417
150105_train2,3425
150106_train2,3434
150107_train2,3429
150108_train2,3416
150109_train2,3418
150110_train2,3419
150111_train2,3416
150112_train2,3434
150113_train2,3415
150114_train2,3415
150115_train2,3429
150116_train2,3417
150117_train2,3413
150118_train2,3431
150119_train2,3429
150120_train2,3427
150121_train2,3409
150122_train2,3432
150123_train2,3412
150124_train2,3417
150125_train2,3413
150126_train2,3411
150127_train2,3412
150128_train2,3410
150129_train2,3430
150130_train2,3426
150131_train2,3427
150132_train2,3408
150133_train2,3429
150134_train2,3431
150135_train2,3406
150136_train2,3409
150137_train2,3422
150138_train2,3430
150139_train2,3418
150140_train2,3417
150141_train2,3430
150142_train2,3431
150143_train2,3421
150144_train2,3417
150145_train2,3434
150146_train2,3416
150147_train2,3434
150148_train2,3416
150149_train2,3425
150150_train2,3420
150151_train2,3418
150152_train2,3423
150153_train2,3434
150154_train2,3416
150155_train2,3416
150156_train2,3418
150157_train2,3416
150158_train2,3423
150159_train2,3427
150160_train2,3414
150161_train2,3415
150162_train2,3418
150163_train2,3438
150164_train2,3420
150165_train2,3423
150166_train2,3425
150167_train2,3415
150168_train2,3402
150169_train2,3427
150170_train2,3425
150171_train2,3409
150172_train2,3419
150173_train2,3432
150174_train2,3424
150175_train2,3416
150176_train2,3410
150177_train2,3410
150178_train2,3414
150179_train2,3426
150180_train2,3418
150181_train2,3420
150182_train2,3435
150183_train2,3423
150184_train2,3432
150185_train2,3422
150186_train2,3438
150187_train2,3419
150188_train2,3433
150189_train2,3430
150190_train2,3434
150191_train2,3421
150192_train2,3428
150193_train2,3419
150194_train2,3414
150195_train2,3442
150196_train2,3415
150197_train2,3419
150198_train2,3413
150199_train2,3405
150200_train2,3421
150201_train2,3421
150202_train2,3422
150203_train2,3412
150204_train2,3425
150205_train2,3426
150206_train2,3410
150207_train2,3418
150208_train2,3417
150209_train2,3413
150210_train2,3425
150211_train2,3413
150212_train2,3418
150213_train2,3420
150214_train2,3428
150215_train2,3436
150216_train2,3436
150217_train2,3416
150218_train2,3415
150219_train2,3418
150220_train2,3423
150221_train2,3398
150222_train2,3433
150223_train2,3423
150224_train2,3420
150225_train2,3419
150226_train2,3424
150227_train2,3432
150228_train2,3424
150229_train2,3415
150230_train2,3428
150231_train2,3415
150232_train2,3435
150233_train2,3408
150234_train2,3420
150235_train2,3419
150236_train2,3411
150237_train2,3412
150238_train2,3414
150239_train2,3438
150240_train2,3425
150241_train2,3419
150242_train2,3419
150243_train2,3419
150244_train2,3412
150245_train2,3436
150246_train2,3419
150247_train2,3431
150248_train2,3436
150249_train2,3416
150250_train2,3432
150251_train2,3428
150252_train2,3422
150253_train2,3432
150254_train2,3419
150255_train2,3421
150256_train2,3423
150257_train2,3425
150258_train2,3426
150259_train2,3425
150260_train2,3419
150261_train2,3425
150262_train2,3424
150263_train2,3429
150264_train2,3423
150265_train2,3429
150266_train2,3425
150267_train2,3440
150268_train2,3430
150269_train2,3421
150270_train2,3420
150271_train2,3435
150272_train2,3437
150273_train2,3425
150274_train2,3412
150275_train2,3415
150276_train2,3406
150277_train2,3407
150278_train2,3411
150279_train2,3415
150280_train2,3429
150281_train2,3415
150282_train2,3419
150283_train2,3416
150284_train2,3433
150285_train2,3425
150286_train2,3421
150287_train2,3416
150288_train2,3411
150289_train2,3426
150290_train2,3414
150291_train2,3438
150292_train2,3416
150293_train2,3427
150294_train2,3422
150295_train2,3398
150296_train2,3417
150297_train2,3419
150298_train2,3417
150299_train2,3428
150300_train2,3417
150301_train2,3419
150302_train2,3429
150303_train2,3421
150304_train2,3430
150305_train2,3411
150306_train2,3431
150307_train2,3407
150308_train2,3425
150309_train2,3431
150310_train2,3414
150311_train2,3415
150312_train2,3435
150313_train2,3428
150314_train2,3416
150315_train2,3396
150316_train2,3421
150317_train2,3417
150318_train2,3413
150319_train2,3407
150320_train2,3418
150321_train2,3422
150322_train2,3422
150323_train2,3419
150324_train2,3428
150325_train2,3421
150326_train2,3422
150327_train2,3426
150328_train2,3411
150329_train2,3423
150330_train2,3428
150331_train2,3429
150332_train2,3409
150333_train2,3408
150334_train2,3428
150335_train2,3420
150336_train2,3399
150337_train2,3412
150338_train2,3418
150339_train2,3426
150340_train2,3413
150341_train2,3420
150342_train2,3413
150343_train2,3426
150344_train2,3430
150345_train2,3427
150346_train2,3408
150347_train2,3440
150348_train2,3417
150349_train2,3412
150350_train2,3427
150351_train2,3419
150352_train2,3421
150353_train2,3416
150354_train2,3424
150355_train2,3438
150356_train2,3424
150357_train2,3390
150358_train2,3424
150359_train2,3426
150360_train2,3412
150361_train2,3417
150362_train2,3420
150363_train2,3435
150364_train2,3435
150365_train2,3440
150366_train2,3434
150367_train2,3421
150368_train2,3424
150369_train2,3413
150370_train2,3412
150371_train2,3421
150372_train2,3412
150373_train2,3417
150374_train2,3420
150375_train2,3420
150376_train2,3415
150377_train2,3433
150378_train2,3416
150379_train2,3418
150380_train2,3427
150381_train2,3422
150382_train2,3423
150383_train2,3421
150384_train2,3434
150385_train2,3418
150386_train2,3424
150387_train2,3423
150388_train2,3414
150389_train2,3416
150390_train2,3417
150391_train2,3425
150392_train2,3412
150393_train2,3423
150394_train2,3422
150395_train2,3435
150396_train2,3431
150397_train2,3417
150398_train2,3421
150399_train2,3411
150400_train2,3419
150401_train2,3414
150402_train2,3432
150403_train2,3409
150404_train2,3420
150405_train2,3405
150406_train2,3437
150407_train2,3415
150408_train2,3416
150409_train2,3412
150410_train2,3425
150411_train2,3440
150412_train2,3419
150413_train2,3420
150414_train2,3424
150415_train2,3427
150416_train2,3414
150417_train2,3411
150418_train2,3418
150419_train2,3415
150420_train2,3417
150421_train2,3412
150422_train2,3433
150423_train2,3424
150424_train2,3414
150425_train2,3408
150426_train2,3427
150427_train2,3418
150428_train2,3408
150429_train2,3420
150430_train2,3436
150431_train2,3424
150432_train2,3417
150433_train2,3422
150434_train2,3412
150435_train2,3426
150436_train2,3428
150437_train2,3426
150438_train2,3431
150439_train2,3424
150440_train2,3418
150441_train2,3417
150442_train2,3420
150443_train2,3419
150444_train2,3440
150445_train2,3418
150446_train2,3413
150447_train2,3429
150448_train2,3432
150449_train2,3407
150450_train2,3432
150451_train2,3423
150452_train2,3436
150453_train2,3420
150454_train2,3416
150455_train2,3411
150456_train2,3425
150457_train2,3403
150458_train2,3419
150459_train2,3408
150460_train2,3408
150461_train2,3414
150462_train2,3426
150463_train2,3418
150464_train2,3428
150465_train2,3425
150466_train2,3423
150467_train2,3415
150468_train2,3423
150469_train2,3413
150470_train2,3417
150471_train2,3424
150472_train2,3413
150473_train2,3430
150474_train2,3417
150475_train2,3426
150476_train2,3422
150477_train2,3426
150478_train2,3436
150479_train2,3430
150480_train2,3420
150481_train2,3413
150482_train2,3424
150483_train2,3414
150484_train2,3420
150485_train2,3409
150486_train2,3417
150487_train2,3414
150488_train2,3433
150489_train2,3425
150490_train2,3419
150491_train2,3430
150492_train2,3403
150493_train2,3425
150494_train2,3417
150495_train2,3424
150496_train2,3433
150497_train2,3421
150498_train2,3423
150499_train2,3424
150500_train2,3420
150501_train2,3416
150502_train2,3426
150503_train2,3422
150504_train2,3414
150505_train2,3418
150506_train2,3423
150507_train2,3424
150508_train2,3426
150509_train2,3427
150510_train2,3429
150511_train2,3428
150512_train2,3417
150513_train2,3425
150514_train2,3432
150515_train2,3437
150516_train2,3418
150517_train2,3422
150518_train2,3424
150519_train2,3414
150520_train2,3417
150521_train2,3415
150522_train2,3416
150523_train2,3398
150524_train2,3423
150525_train2,3421
150526_train2,3421
150527_train2,3433
150528_train2,3411
150529_train2,3421
150530_train2,3426
150531_train2,3419
150532_train2,3428
150533_train2,3424
150534_train2,3438
150535_train2,3411
150536_train2,3430
150537_train2,3428
150538_train2,3418
150539_train2,3417
150540_train2,3428
150541_train2,3416
150542_train2,3418
150543_train2,3455
150544_train2,3418
150545_train2,3422
150546_train2,3415
150547_train2,3415
150548_train2,3413
150549_train2,3421
150550_train2,3428
150551_train2,3425
150552_train2,3406
150553_train2,3424
150554_train2,3417
150555_train2,3416
150556_train2,3442
150557_train2,3413
150558_train2,3413
150559_train2,3417
150560_train2,3416
150561_train2,3418
150562_train2,3413
150563_train2,3408
150564_train2,3426
150565_train2,3431
150566_train2,3404
150567_train2,3419
150568_train2,3418
150569_train2,3418
150570_train2,3419
150571_train2,3411
150572_train2,3430
150573_train2,3408
150574_train2,3414
150575_train2,3416
150576_train2,3419
150577_train2,3416
150578_train2,3425
150579_train2,3419
150580_train2,3413
150581_train2,3421
150582_train2,3427
150583_train2,3429
150584_train2,3438
150585_train2,3421
150586_train2,3427
150587_train2,3417
150588_train2,3419
150589_train2,3413
150590_train2,3421
150591_train2,3417
150592_train2,3418
150593_train2,3429
150594_train2,3423
150595_train2,3402
150596_train2,3414
150597_train2,3435
150598_train2,3423
150599_train2,3423
150600_train2,3421
150601_train2,3421
150602_train2,3413
150603_train2,3420
150604_train2,3411
150605_train2,3416
150606_train2,3418
150607_train2,3419
150608_train2,3433
150609_train2,3424
150610_train2,3425
150611_train2,3433
150612_train2,3438
150613_train2,3436
150614_train2,3406
150615_train2,3411
150616_train2,3406
150617_train2,3427
150618_train2,3405
150619_train2,3413
150620_train2,3434
150621_train2,3439
150622_train2,3430
150623_train2,3422
150624_train2,3415
150625_train2,3437
150626_train2,3417
150627_train2,3414
150628_train2,3429
150629_train2,3418
150630_train2,3421
150631_train2,3417
150632_train2,3412
150633_train2,3421
150634_train2,3420
150635_train2,3420
150636_train2,3422
150637_train2,3421
150638_train2,3434
150639_train2,3411
150640_train2,3409
150641_train2,3412
150642_train2,3422
150643_train2,3415
150644_train2,3416
150645_train2,3427
150646_train2,3422
150647_train2,3422
150648_train2,3417
150649_train2,3409
150650_train2,3423
150651_train2,3430
150652_train2,3426
150653_train2,3415
150654_train2,3421
150655_train2,3419
150656_train2,3437
150657_train2,3425
150658_train2,3431
150659_train2,3411
150660_train2,3418
150661_train2,3411
150662_train2,3422
150663_train2,3428
150664_train2,3421
150665_train2,3427
150666_train2,3428
150667_train2,3421
150668_train2,3422
150669_train2,3417
150670_train2,3416
150671_train2,3416
150672_train2,3427
150673_train2,3436
150674_train2,3418
150675_train2,3418
150676_train2,3416
150677_train2,3415
150678_train2,3416
150679_train2,3427
150680_train2,3399
150681_train2,3422
150682_train2,3421
150683_train2,3438
150684_train2,3419
150685_train2,3428
150686_train2,3417
150687_train2,3437
150688_train2,3415
150689_train2,3430
150690_train2,3406
150691_train2,3415
150692_train2,3424
150693_train2,3429
150694_train2,3413
150695_train2,3416
150696_train2,3421
150697_train2,3418
150698_train2,3417
150699_train2,3414
150700_train2,3424
150701_train2,3417
150702_train2,3412
150703_train2,3436
150704_train2,3428
150705_train2,3418
150706_train2,3431
150707_train2,3423
150708_train2,3433
150709_train2,3434
150710_train2,3405
150711_train2,3422
150712_train2,3416
150713_train2,3414
150714_train2,3430
150715_train2,3417
150716_train2,3421
150717_train2,3419
150718_train2,3425
150719_train2,3422
150720_train2,3416
150721_train2,3429
150722_train2,3430
150723_train2,3428
150724_train2,3402
150725_train2,3423
150726_train2,3415
150727_train2,3442
150728_train2,3435
150729_train2,3423
150730_train2,3430
150731_train2,3418
150732_train2,3417
150733_train2,3419
150734_train2,3428
150735_train2,3425
150736_train2,3411
150737_train2,3410
150738_train2,3408
150739_train2,3412
150740_train2,3430
150741_train2,3424
150742_train2,3403
150743_train2,3420
150744_train2,3434
150745_train2,3415
150746_train2,3414
150747_train2,3416
150748_train2,3430
150749_train2,3427
150750_train2,3421
150751_train2,3411
150752_train2,3419
150753_train2,3418
150754_train2,3416
150755_train2,3424
150756_train2,3411
150757_train2,3417
150758_train2,3394
150759_train2,3417
150760_train2,3432
150761_train2,3420
150762_train2,3433
150763_train2,3424
150764_train2,3416
150765_train2,3421
150766_train2,3416
150767_train2,3431
150768_train2,3409
150769_train2,3417
150770_train2,3424
150771_train2,3418
150772_train2,3412
150773_train2,3426
150774_train2,3411
150775_train2,3422
150776_train2,3412
150777_train2,3426
150778_train2,3426
150779_train2,3425
150780_train2,3426
150781_train2,3410
150782_train2,3424
150783_train2,3413
150784_train2,3433
150785_train2,3424
150786_train2,3422
150787_train2,3426
150788_train2,3415
150789_train2,3421
150790_train2,3435
150791_train2,3411
150792_train2,3402
150793_train2,3401
150794_train2,3425
150795_train2,3439
150796_train2,3407
150797_train2,3432
150798_train2,3417
150799_train2,3412
150800_train2,3420
150801_train2,3413
150802_train2,3423
150803_train2,3416
150804_train2,3432
150805_train2,3418
150806_train2,3430
150807_train2,3421
150808_train2,3418
150809_train2,3416
150810_train2,3422
150811_train2,3431
150812_train2,3421
150813_train2,3414
150814_train2,3419
150815_train2,3416
150816_train2,3423
150817_train2,3416
150818_train2,3424
150819_train2,3425
150820_train2,3416
150821_train2,3422
150822_train2,3413
150823_train2,3423
150824_train2,3409
150825_train2,3415
150826_train2,3424
150827_train2,3399
150828_train2,3413
150829_train2,3423
150830_train2,3417
150831_train2,3428
150832_train2,3423
150833_train2,3432
150834_train2,3414
150835_train2,3421
150836_train2,3423
150837_train2,3408
150838_train2,3423
150839_train2,3411
150840_train2,3418
150841_train2,3431
150842_train2,3426
150843_train2,3412
150844_train2,3409
150845_train2,3421
150846_train2,3413
150847_train2,3415
150848_train2,3416
150849_train2,3411
150850_train2,3431
150851_train2,3415
150852_train2,3421
150853_train2,3429
150854_train2,3415
150855_train2,3427
150856_train2,3417
150857_train2,3423
150858_train2,3433
150859_train2,3420
150860_train2,3418
150861_train2,3418
150862_train2,3422
150863_train2,3412
150864_train2,3419
150865_train2,3426
150866_train2,3426
150867_train2,3415
150868_train2,3432
150869_train2,3401
150870_train2,3422
150871_train2,3422
150872_train2,3421
150873_train2,3430
150874_train2,3421
150875_train2,3406
150876_train2,3407
150877_train2,3416
150878_train2,3435
150879_train2,3421
150880_train2,3422
150881_train2,3420
150882_train2,3434
150883_train2,3418
150884_train2,3408
150885_train2,3414
150886_train2,3406
150887_train2,3417
150888_train2,3416
150889_train2,3410
150890_train2,3418
150891_train2,3430
150892_train2,3424
150893_train2,3413
150894_train2,3417
150895_train2,3421
150896_train2,3399
150897_train2,3419
150898_train2,3420
150899_train2,3416
150900_train2,3407
150901_train2,3416
150902_train2,3426
150903_train2,3406
150904_train2,3439
150905_train2,3429
150906_train2,3418
150907_train2,3419
150908_train2,3412
150909_train2,3428
150910_train2,3428
150911_train2,3423
150912_train2,3431
150913_train2,3429
150914_train2,3416
150915_train2,3425
150916_train2,3411
150917_train2,3425
150918_train2,3428
150919_train2,3403
150920_train2,3414
150921_train2,3421
150922_train2,3417
150923_train2,3423
150924_train2,3418
150925_train2,3416
150926_train2,3414
150927_train2,3420
150928_train2,3419
150929_train2,3419
150930_train2,3421
150931_train2,3408
150932_train2,3422
150933_train2,3430
150934_train2,3429
150935_train2,3403
150936_train2,3424
150937_train2,3427
150938_train2,3418
150939_train2,3432
150940_train2,3430
150941_train2,3430
150942_train2,3419
150943_train2,3430
150944_train2,3420
150945_train2,3431
150946_train2,3432
150947_train2,3417
150948_train2,3423
150949_train2,3424
150950_train2,3432
150951_train2,3434
150952_train2,3429
150953_train2,3427
150954_train2,3414
150955_train2,3405
150956_train2,3409
150957_train2,3418
150958_train2,3424
150959_train2,3417
150960_train2,3428
150961_train2,3414
150962_train2,3409
150963_train2,3404
150964_train2,3420
150965_train2,3416
150966_train2,3417
150967_train2,3426
150968_train2,3418
150969_train2,3423
150970_train2,3417
150971_train2,3429
150972_train2,3425
150973_train2,3429
150974_train2,3414
150975_train2,3422
150976_train2,3426
150977_train2,3428
150978_train2,3410
150979_train2,3413
150980_train2,3412
150981_train2,3428
150982_train2,3405
150983_train2,3423
150984_train2,3414
150985_train2,3423
150986_train2,3413
150987_train2,3422
150988_train2,3426
150989_train2,3439
150990_train2,3427
150991_train2,3438
150992_train2,3410
150993_train2,3413
150994_train2,3422
150995_train2,3422
150996_train2,3422
150997_train2,3417
150998_train2,3423
150999_train2,3415
151000_train2,3414
151001_train2,3426
151002_train2,3418
151003_train2,3421
151004_train2,3419
151005_train2,3425
151006_train2,3423
151007_train2,3422
151008_train2,3411
151009_train2,3414
151010_train2,3414
151011_train2,3429
