id,ED
9136_train_0,3384.0
9137_train_0,3406.0
9138_train_0,3404.0
9139_train_0,3412.0
9140_train_0,3413.0
9141_train_0,3410.0
9142_train_0,3413.0
9143_train_0,3401.0
9144_train_0,3416.0
9145_train_0,3405.0
9146_train_0,3403.0
9147_train_0,3412.0
9148_train_0,3408.0
9149_train_0,3411.0
9150_train_0,3407.0
9151_train_0,3412.0
9152_train_0,3406.0
9153_train_0,3416.0
9154_train_0,3414.0
9155_train_0,3407.0
9156_train_0,3404.0
9157_train_0,3405.0
9158_train_0,3404.0
9159_train_0,3401.0
9160_train_0,3422.0
9161_train_0,3415.0
9162_train_0,3406.0
9163_train_0,3408.0
9164_train_0,3406.0
9165_train_0,3407.0
9166_train_0,3407.0
9167_train_0,3414.0
9168_train_0,3413.0
9169_train_0,3405.0
9170_train_0,3408.0
9171_train_0,3406.0
9172_train_0,3400.0
9173_train_0,3404.0
9174_train_0,3385.0
9175_train_0,3414.0
9176_train_0,3405.0
9177_train_0,3398.0
9178_train_0,3412.0
9179_train_0,3398.0
9180_train_0,3384.0
9181_train_0,3403.0
9182_train_0,3413.0
9183_train_0,3411.0
9184_train_0,3402.0
9185_train_0,3408.0
9186_train_0,3386.0
9187_train_0,3408.0
9188_train_0,3403.0
9189_train_0,3405.0
9190_train_0,3405.0
9191_train_0,3404.0
9192_train_0,3408.0
9193_train_0,3406.0
9194_train_0,3415.0
9195_train_0,3410.0
9196_train_0,3414.0
9197_train_0,3414.0
9198_train_0,3405.0
9199_train_0,3405.0
9200_train_0,3404.0
9201_train_0,3407.0
9202_train_0,3416.0
9203_train_0,3420.0
9204_train_0,3409.0
9205_train_0,3406.0
9206_train_0,3408.0
9207_train_0,3408.0
9208_train_0,3409.0
9209_train_0,3409.0
9210_train_0,3408.0
9211_train_0,3408.0
9212_train_0,3401.0
9213_train_0,3410.0
9214_train_0,3405.0
9215_train_0,3412.0
9216_train_0,3411.0
9217_train_0,3411.0
9218_train_0,3410.0
9219_train_0,3403.0
9220_train_0,3401.0
9221_train_0,3409.0
9222_train_0,3411.0
9223_train_0,3413.0
9224_train_0,3410.0
9225_train_0,3407.0
9226_train_0,3400.0
9227_train_0,3392.0
9228_train_0,3386.0
9229_train_0,3401.0
9230_train_0,3407.0
9231_train_0,3416.0
9232_train_0,3405.0
9233_train_0,3407.0
9234_train_0,3404.0
9235_train_0,3409.0
9236_train_0,3403.0
9237_train_0,3406.0
9238_train_0,3399.0
9239_train_0,3409.0
9240_train_0,3413.0
9241_train_0,3400.0
9242_train_0,3416.0
9243_train_0,3408.0
9244_train_0,3408.0
9245_train_0,3408.0
9246_train_0,3405.0
9247_train_0,3405.0
9248_train_0,3405.0
9249_train_0,3409.0
9250_train_0,3405.0
9251_train_0,3406.0
9252_train_0,3415.0
9253_train_0,3405.0
9254_train_0,3411.0
9255_train_0,3388.0
9256_train_0,3407.0
9257_train_0,3410.0
9258_train_0,3408.0
9259_train_0,3409.0
9260_train_0,3409.0
9261_train_0,3420.0
9262_train_0,3412.0
9263_train_0,3405.0
9264_train_0,3409.0
9265_train_0,3402.0
9266_train_0,3385.0
9267_train_0,3412.0
9268_train_0,3412.0
9269_train_0,3408.0
9270_train_0,3409.0
9271_train_0,3404.0
9272_train_0,3402.0
9273_train_0,3407.0
9274_train_0,3409.0
9275_train_0,3385.0
9276_train_0,3405.0
9277_train_0,3407.0
9278_train_0,3407.0
9279_train_0,3400.0
9280_train_0,3412.0
9281_train_0,3413.0
9282_train_0,3402.0
9283_train_0,3407.0
9284_train_0,3406.0
9285_train_0,3405.0
9286_train_0,3401.0
9287_train_0,3410.0
9288_train_0,3400.0
9289_train_0,3398.0
9290_train_0,3402.0
9291_train_0,3416.0
9292_train_0,3406.0
9293_train_0,3410.0
9294_train_0,3408.0
9295_train_0,3412.0
9296_train_0,3400.0
9297_train_0,3414.0
9298_train_0,3406.0
9299_train_0,3386.0
9300_train_0,3408.0
9301_train_0,3408.0
9302_train_0,3400.0
9303_train_0,3385.0
9304_train_0,3385.0
9305_train_0,3403.0
9306_train_0,3387.0
9307_train_0,3412.0
9308_train_0,3410.0
9309_train_0,3414.0
9310_train_0,3405.0
9311_train_0,3417.0
9312_train_0,3405.0
9313_train_0,3405.0
9314_train_0,3407.0
9315_train_0,3404.0
9316_train_0,3409.0
9317_train_0,3409.0
9318_train_0,3405.0
9319_train_0,3408.0
9320_train_0,3406.0
9321_train_0,3408.0
9322_train_0,3400.0
9323_train_0,3414.0
9324_train_0,3412.0
9325_train_0,3400.0
9326_train_0,3402.0
9327_train_0,3422.0
9328_train_0,3405.0
9329_train_0,3407.0
9330_train_0,3400.0
9331_train_0,3414.0
9332_train_0,3405.0
9333_train_0,3408.0
9334_train_0,3413.0
9335_train_0,3404.0
9336_train_0,3411.0
9337_train_0,3411.0
9338_train_0,3404.0
9339_train_0,3404.0
9340_train_0,3405.0
9341_train_0,3405.0
9342_train_0,3409.0
9343_train_0,3408.0
9344_train_0,3404.0
9345_train_0,3414.0
9346_train_0,3413.0
9347_train_0,3410.0
9348_train_0,3413.0
9349_train_0,3408.0
9350_train_0,3381.0
9351_train_0,3401.0
9352_train_0,3404.0
9353_train_0,3408.0
9354_train_0,3410.0
9355_train_0,3407.0
9356_train_0,3403.0
9357_train_0,3408.0
9358_train_0,3401.0
9359_train_0,3399.0
9360_train_0,3415.0
9361_train_0,3406.0
9362_train_0,3412.0
9363_train_0,3413.0
9364_train_0,3410.0
9365_train_0,3404.0
9366_train_0,3406.0
9367_train_0,3453.0
9368_train_0,3406.0
9369_train_0,3413.0
9370_train_0,3405.0
9371_train_0,3407.0
9372_train_0,3409.0
9373_train_0,3415.0
9374_train_0,3413.0
9375_train_0,3410.0
9376_train_0,3410.0
9377_train_0,3400.0
9378_train_0,3405.0
9379_train_0,3403.0
9380_train_0,3417.0
9381_train_0,3406.0
9382_train_0,3408.0
9383_train_0,3409.0
9384_train_0,3406.0
9385_train_0,3407.0
9386_train_0,3419.0
9387_train_0,3409.0
9388_train_0,3411.0
9389_train_0,3409.0
9390_train_0,3412.0
9391_train_0,3403.0
9392_train_0,3411.0
9393_train_0,3415.0
9394_train_0,3382.0
9395_train_0,3402.0
9396_train_0,3421.0
9397_train_0,3406.0
9398_train_0,3409.0
9399_train_0,3404.0
9400_train_0,3409.0
9401_train_0,3408.0
9402_train_0,3411.0
9403_train_0,3402.0
9404_train_0,3413.0
9405_train_0,3420.0
9406_train_0,3406.0
9407_train_0,3392.0
9408_train_0,3405.0
9409_train_0,3396.0
9410_train_0,3409.0
9411_train_0,3410.0
9412_train_0,3406.0
9413_train_0,3408.0
9414_train_0,3409.0
9415_train_0,3400.0
9416_train_0,3408.0
9417_train_0,3407.0
9418_train_0,3408.0
9419_train_0,3406.0
9420_train_0,3406.0
9421_train_0,3408.0
9422_train_0,3405.0
9423_train_0,3403.0
9424_train_0,3401.0
9425_train_0,3384.0
9426_train_0,3408.0
9427_train_0,3409.0
9428_train_0,3407.0
9429_train_0,3391.0
9430_train_0,3399.0
9431_train_0,3406.0
9432_train_0,3408.0
9433_train_0,3406.0
9434_train_0,3408.0
9435_train_0,3406.0
9436_train_0,3405.0
9437_train_0,3408.0
9438_train_0,3411.0
9439_train_0,3410.0
9440_train_0,3406.0
9441_train_0,3404.0
9442_train_0,3405.0
9443_train_0,3409.0
9444_train_0,3411.0
9445_train_0,3403.0
9446_train_0,3406.0
9447_train_0,3405.0
9448_train_0,3404.0
9449_train_0,3410.0
9450_train_0,3409.0
9451_train_0,3412.0
9452_train_0,3412.0
9453_train_0,3401.0
9454_train_0,3412.0
9455_train_0,3403.0
9456_train_0,3413.0
9457_train_0,3404.0
9458_train_0,3404.0
9459_train_0,3405.0
9460_train_0,3412.0
9461_train_0,3404.0
9462_train_0,3397.0
9463_train_0,3410.0
9464_train_0,3414.0
9465_train_0,3408.0
9466_train_0,3403.0
9467_train_0,3410.0
9468_train_0,3406.0
9469_train_0,3409.0
9470_train_0,3410.0
9471_train_0,3411.0
9472_train_0,3405.0
9473_train_0,3415.0
9474_train_0,3407.0
9475_train_0,3399.0
9476_train_0,3401.0
9477_train_0,3410.0
9478_train_0,3407.0
9479_train_0,3404.0
9480_train_0,3403.0
9481_train_0,3406.0
9482_train_0,3408.0
9483_train_0,3409.0
9484_train_0,3403.0
9485_train_0,3408.0
9486_train_0,3408.0
9487_train_0,3406.0
9488_train_0,3392.0
9489_train_0,3400.0
9490_train_0,3404.0
9491_train_0,3411.0
9492_train_0,3413.0
9493_train_0,3414.0
9494_train_0,3409.0
9495_train_0,3409.0
9496_train_0,3407.0
9497_train_0,3405.0
9498_train_0,3400.0
9499_train_0,3407.0
9500_train_0,3412.0
9501_train_0,3400.0
9502_train_0,3403.0
9503_train_0,3405.0
9504_train_0,3402.0
9505_train_0,3403.0
9506_train_0,3410.0
9507_train_0,3410.0
9508_train_0,3415.0
9509_train_0,3404.0
9510_train_0,3404.0
9511_train_0,3409.0
9512_train_0,3408.0
9513_train_0,3415.0
9514_train_0,3408.0
9515_train_0,3407.0
9516_train_0,3410.0
9517_train_0,3409.0
9518_train_0,3413.0
9519_train_0,3396.0
9520_train_0,3401.0
9521_train_0,3400.0
9522_train_0,3406.0
9523_train_0,3404.0
9524_train_0,3401.0
9525_train_0,3410.0
9526_train_0,3407.0
9527_train_0,3389.0
9528_train_0,3407.0
9529_train_0,3407.0
9530_train_0,3384.0
9531_train_0,3410.0
9532_train_0,3382.0
9533_train_0,3405.0
9534_train_0,3392.0
9535_train_0,3407.0
9536_train_0,3407.0
9537_train_0,3408.0
9538_train_0,3406.0
9539_train_0,3412.0
9540_train_0,3412.0
9541_train_0,3403.0
9542_train_0,3404.0
9543_train_0,3406.0
9544_train_0,3405.0
9545_train_0,3413.0
9546_train_0,3414.0
9547_train_0,3401.0
9548_train_0,3413.0
9549_train_0,3412.0
9550_train_0,3414.0
9551_train_0,3414.0
9552_train_0,3411.0
9553_train_0,3414.0
9554_train_0,3405.0
9555_train_0,3406.0
9556_train_0,3385.0
9557_train_0,3388.0
9558_train_0,3407.0
9559_train_0,3410.0
9560_train_0,3405.0
9561_train_0,3404.0
9562_train_0,3411.0
9563_train_0,3409.0
9564_train_0,3383.0
9565_train_0,3408.0
9566_train_0,3402.0
9567_train_0,3405.0
9568_train_0,3405.0
9569_train_0,3409.0
9570_train_0,3406.0
9571_train_0,3405.0
9572_train_0,3406.0
9573_train_0,3404.0
9574_train_0,3407.0
9575_train_0,3396.0
9576_train_0,3410.0
9577_train_0,3414.0
9578_train_0,3409.0
9579_train_0,3407.0
9580_train_0,3409.0
9581_train_0,3408.0
9582_train_0,3408.0
9583_train_0,3408.0
9584_train_0,3406.0
9585_train_0,3406.0
9586_train_0,3412.0
9587_train_0,3404.0
9588_train_0,3409.0
9589_train_0,3404.0
9590_train_0,3419.0
9591_train_0,3412.0
9592_train_0,3405.0
9593_train_0,3408.0
9594_train_0,3414.0
9595_train_0,3381.0
9596_train_0,3409.0
9597_train_0,3405.0
9598_train_0,3407.0
9599_train_0,3412.0
9600_train_0,3407.0
9601_train_0,3407.0
9602_train_0,3397.0
9603_train_0,3408.0
9604_train_0,3408.0
9605_train_0,3404.0
9606_train_0,3409.0
9607_train_0,3384.0
9608_train_0,3408.0
9609_train_0,3406.0
9610_train_0,3420.0
9611_train_0,3412.0
9612_train_0,3405.0
9613_train_0,3407.0
9614_train_0,3405.0
9615_train_0,3409.0
9616_train_0,3413.0
9617_train_0,3410.0
9618_train_0,3406.0
9619_train_0,3413.0
9620_train_0,3408.0
9621_train_0,3410.0
9622_train_0,3405.0
9623_train_0,3402.0
9624_train_0,3405.0
9625_train_0,3407.0
9626_train_0,3410.0
9627_train_0,3407.0
9628_train_0,3409.0
9629_train_0,3404.0
9630_train_0,3406.0
9631_train_0,3385.0
9632_train_0,3414.0
9633_train_0,3404.0
9634_train_0,3411.0
9635_train_0,3409.0
9636_train_0,3406.0
9637_train_0,3410.0
9638_train_0,3387.0
9639_train_0,3412.0
9640_train_0,3410.0
9641_train_0,3407.0
9642_train_0,3411.0
9643_train_0,3407.0
9644_train_0,3410.0
9645_train_0,3403.0
9646_train_0,3412.0
9647_train_0,3408.0
9648_train_0,3383.0
9649_train_0,3408.0
9650_train_0,3408.0
9651_train_0,3413.0
9652_train_0,3411.0
9653_train_0,3404.0
9654_train_0,3402.0
9655_train_0,3398.0
9656_train_0,3409.0
9657_train_0,3406.0
9658_train_0,3396.0
9659_train_0,3412.0
9660_train_0,3404.0
9661_train_0,3406.0
9662_train_0,3400.0
9663_train_0,3411.0
9664_train_0,3404.0
9665_train_0,3413.0
9666_train_0,3411.0
9667_train_0,3406.0
9668_train_0,3413.0
9669_train_0,3404.0
9670_train_0,3404.0
9671_train_0,3408.0
9672_train_0,3404.0
9673_train_0,3404.0
9674_train_0,3405.0
9675_train_0,3413.0
9676_train_0,3404.0
9677_train_0,3407.0
9678_train_0,3408.0
9679_train_0,3405.0
9680_train_0,3406.0
9681_train_0,3400.0
9682_train_0,3405.0
9683_train_0,3406.0
9684_train_0,3403.0
9685_train_0,3399.0
9686_train_0,3412.0
9687_train_0,3409.0
9688_train_0,3401.0
9689_train_0,3405.0
9690_train_0,3405.0
9691_train_0,3413.0
9692_train_0,3405.0
9693_train_0,3406.0
9694_train_0,3404.0
9695_train_0,3397.0
9696_train_0,3413.0
9697_train_0,3382.0
9698_train_0,3409.0
9699_train_0,3409.0
9700_train_0,3415.0
9701_train_0,3410.0
9702_train_0,3403.0
9703_train_0,3410.0
9704_train_0,3400.0
9705_train_0,3406.0
9706_train_0,3405.0
9707_train_0,3415.0
9708_train_0,3407.0
9709_train_0,3407.0
9710_train_0,3384.0
9711_train_0,3405.0
9712_train_0,3404.0
9713_train_0,3399.0
9714_train_0,3411.0
9715_train_0,3411.0
9716_train_0,3404.0
9717_train_0,3414.0
9718_train_0,3415.0
9719_train_0,3404.0
9720_train_0,3405.0
9721_train_0,3382.0
9722_train_0,3401.0
9723_train_0,3409.0
9724_train_0,3406.0
9725_train_0,3385.0
9726_train_0,3411.0
9727_train_0,3409.0
9728_train_0,3408.0
9729_train_0,3410.0
9730_train_0,3404.0
9731_train_0,3407.0
9732_train_0,3407.0
9733_train_0,3410.0
9734_train_0,3405.0
9735_train_0,3384.0
9736_train_0,3412.0
9737_train_0,3385.0
9738_train_0,3410.0
9739_train_0,3403.0
9740_train_0,3404.0
9741_train_0,3381.0
9742_train_0,3404.0
9743_train_0,3408.0
9744_train_0,3387.0
9745_train_0,3405.0
9746_train_0,3408.0
9747_train_0,3409.0
9748_train_0,3398.0
9749_train_0,3405.0
9750_train_0,3403.0
9751_train_0,3409.0
9752_train_0,3412.0
9753_train_0,3424.0
9754_train_0,3412.0
9755_train_0,3407.0
9756_train_0,3408.0
9757_train_0,3410.0
9758_train_0,3409.0
9759_train_0,3410.0
9760_train_0,3403.0
9761_train_0,3414.0
9762_train_0,3410.0
9763_train_0,3389.0
9764_train_0,3416.0
9765_train_0,3402.0
9766_train_0,3402.0
9767_train_0,3409.0
9768_train_0,3409.0
9769_train_0,3405.0
9770_train_0,3426.0
9771_train_0,3411.0
9772_train_0,3413.0
9773_train_0,3408.0
9774_train_0,3405.0
9775_train_0,3393.0
9776_train_0,3409.0
9777_train_0,3410.0
9778_train_0,3402.0
9779_train_0,3414.0
9780_train_0,3406.0
9781_train_0,3408.0
9782_train_0,3410.0
9783_train_0,3406.0
9784_train_0,3403.0
9785_train_0,3407.0
9786_train_0,3411.0
9787_train_0,3407.0
9788_train_0,3406.0
9789_train_0,3403.0
9790_train_0,3406.0
9791_train_0,3415.0
9792_train_0,3405.0
9793_train_0,3416.0
9794_train_0,3407.0
9795_train_0,3407.0
9796_train_0,3409.0
9797_train_0,3412.0
9798_train_0,3408.0
9799_train_0,3407.0
9800_train_0,3400.0
9801_train_0,3409.0
9802_train_0,3409.0
9803_train_0,3399.0
9804_train_0,3414.0
9805_train_0,3405.0
9806_train_0,3383.0
9807_train_0,3407.0
9808_train_0,3408.0
9809_train_0,3407.0
9810_train_0,3408.0
9811_train_0,3406.0
9812_train_0,3413.0
9813_train_0,3412.0
9814_train_0,3407.0
9815_train_0,3408.0
9816_train_0,3410.0
9817_train_0,3384.0
9818_train_0,3397.0
9819_train_0,3397.0
9820_train_0,3404.0
9821_train_0,3409.0
9822_train_0,3413.0
9823_train_0,3404.0
9824_train_0,3413.0
9825_train_0,3404.0
9826_train_0,3406.0
9827_train_0,3405.0
9828_train_0,3407.0
9829_train_0,3407.0
9830_train_0,3405.0
9831_train_0,3409.0
9832_train_0,3384.0
9833_train_0,3405.0
9834_train_0,3399.0
9835_train_0,3408.0
9836_train_0,3382.0
9837_train_0,3412.0
9838_train_0,3416.0
9839_train_0,3406.0
9840_train_0,3410.0
9841_train_0,3400.0
9842_train_0,3411.0
9843_train_0,3407.0
9844_train_0,3405.0
9845_train_0,3408.0
9846_train_0,3407.0
9847_train_0,3408.0
9848_train_0,3410.0
9849_train_0,3406.0
9850_train_0,3406.0
9851_train_0,3408.0
9852_train_0,3415.0
9853_train_0,3406.0
9854_train_0,3406.0
9855_train_0,3401.0
9856_train_0,3401.0
9857_train_0,3408.0
9858_train_0,3403.0
9859_train_0,3409.0
9860_train_0,3410.0
9861_train_0,3405.0
9862_train_0,3407.0
9863_train_0,3410.0
9864_train_0,3408.0
9865_train_0,3408.0
9866_train_0,3401.0
9867_train_0,3410.0
9868_train_0,3405.0
9869_train_0,3402.0
9870_train_0,3417.0
9871_train_0,3396.0
9872_train_0,3417.0
9873_train_0,3403.0
9874_train_0,3408.0
9875_train_0,3402.0
9876_train_0,3409.0
9877_train_0,3410.0
9878_train_0,3404.0
9879_train_0,3410.0
9880_train_0,3405.0
9881_train_0,3395.0
9882_train_0,3410.0
9883_train_0,3405.0
9884_train_0,3417.0
9885_train_0,3405.0
9886_train_0,3411.0
9887_train_0,3402.0
9888_train_0,3414.0
9889_train_0,3392.0
9890_train_0,3407.0
9891_train_0,3409.0
9892_train_0,3412.0
9893_train_0,3413.0
9894_train_0,3412.0
9895_train_0,3410.0
9896_train_0,3398.0
9897_train_0,3409.0
9898_train_0,3408.0
9899_train_0,3411.0
9900_train_0,3408.0
9901_train_0,3407.0
9902_train_0,3410.0
9903_train_0,3412.0
9904_train_0,3404.0
9905_train_0,3411.0
9906_train_0,3401.0
9907_train_0,3407.0
9908_train_0,3405.0
9909_train_0,3404.0
9910_train_0,3406.0
9911_train_0,3387.0
9912_train_0,3406.0
9913_train_0,3404.0
9914_train_0,3398.0
9915_train_0,3408.0
9916_train_0,3406.0
9917_train_0,3402.0
9918_train_0,3410.0
9919_train_0,3410.0
9920_train_0,3399.0
9921_train_0,3403.0
9922_train_0,3408.0
9923_train_0,3417.0
9924_train_0,3408.0
9925_train_0,3418.0
9926_train_0,3405.0
9927_train_0,3405.0
9928_train_0,3402.0
9929_train_0,3406.0
9930_train_0,3411.0
9931_train_0,3405.0
9932_train_0,3405.0
9933_train_0,3407.0
9934_train_0,3403.0
9935_train_0,3405.0
9936_train_0,3406.0
9937_train_0,3407.0
9938_train_0,3404.0
9939_train_0,3402.0
9940_train_0,3414.0
9941_train_0,3406.0
9942_train_0,3404.0
9943_train_0,3404.0
9944_train_0,3407.0
9945_train_0,3410.0
9946_train_0,3404.0
9947_train_0,3405.0
9948_train_0,3408.0
9949_train_0,3404.0
9950_train_0,3408.0
9951_train_0,3411.0
9952_train_0,3407.0
9953_train_0,3385.0
9954_train_0,3405.0
9955_train_0,3413.0
9956_train_0,3391.0
9957_train_0,3407.0
9958_train_0,3408.0
9959_train_0,3407.0
9960_train_0,3408.0
9961_train_0,3422.0
9962_train_0,3406.0
9963_train_0,3415.0
9964_train_0,3410.0
9965_train_0,3408.0
9966_train_0,3404.0
9967_train_0,3404.0
9968_train_0,3406.0
9969_train_0,3406.0
9970_train_0,3405.0
9971_train_0,3404.0
9972_train_0,3415.0
9973_train_0,3408.0
9974_train_0,3409.0
9975_train_0,3409.0
9976_train_0,3406.0
9977_train_0,3411.0
9978_train_0,3411.0
9979_train_0,3387.0
9980_train_0,3384.0
9981_train_0,3411.0
9982_train_0,3400.0
9983_train_0,3413.0
9984_train_0,3403.0
9985_train_0,3411.0
9986_train_0,3404.0
9987_train_0,3411.0
9988_train_0,3405.0
9989_train_0,3406.0
9990_train_0,3412.0
9991_train_0,3409.0
9992_train_0,3406.0
9993_train_0,3403.0
9994_train_0,3405.0
9995_train_0,3410.0
9996_train_0,3409.0
9997_train_0,3401.0
9998_train_0,3407.0
9999_train_0,3387.0
10000_train_0,3407.0
10001_train_0,3415.0
10002_train_0,3387.0
10003_train_0,3404.0
10004_train_0,3384.0
10005_train_0,3413.0
10006_train_0,3403.0
10007_train_0,3390.0
10008_train_0,3406.0
10009_train_0,3406.0
10010_train_0,3404.0
10011_train_0,3407.0
10012_train_0,3399.0
10013_train_0,3414.0
10014_train_0,3399.0
10015_train_0,3396.0
10016_train_0,3407.0
10017_train_0,3410.0
10018_train_0,3403.0
10019_train_0,3407.0
10020_train_0,3409.0
10021_train_0,3407.0
10022_train_0,3408.0
10023_train_0,3403.0
10024_train_0,3409.0
10025_train_0,3408.0
10026_train_0,3407.0
10027_train_0,3381.0
10028_train_0,3410.0
10029_train_0,3397.0
10030_train_0,3409.0
10031_train_0,3415.0
10032_train_0,3405.0
10033_train_0,3407.0
10034_train_0,3383.0
10035_train_0,3411.0
10036_train_0,3409.0
10037_train_0,3397.0
10038_train_0,3415.0
10039_train_0,3409.0
10040_train_0,3408.0
10041_train_0,3408.0
10042_train_0,3408.0
10043_train_0,3410.0
10044_train_0,3407.0
10045_train_0,3400.0
10046_train_0,3380.0
10047_train_0,3384.0
10048_train_0,3409.0
10049_train_0,3383.0
10050_train_0,3405.0
10051_train_0,3413.0
10052_train_0,3410.0
10053_train_0,3407.0
10054_train_0,3413.0
10055_train_0,3404.0
10056_train_0,3415.0
10057_train_0,3418.0
10058_train_0,3408.0
10059_train_0,3374.0
10060_train_0,3406.0
10061_train_0,3405.0
10062_train_0,3382.0
10063_train_0,3387.0
10064_train_0,3383.0
10065_train_0,3412.0
10066_train_0,3389.0
10067_train_0,3412.0
10068_train_0,3404.0
10069_train_0,3406.0
10070_train_0,3409.0
10071_train_0,3411.0
10072_train_0,3379.0
10073_train_0,3392.0
10074_train_0,3406.0
10075_train_0,3409.0
10076_train_0,3405.0
10077_train_0,3409.0
10078_train_0,3405.0
10079_train_0,3402.0
10080_train_0,3405.0
10081_train_0,3408.0
10082_train_0,3407.0
10083_train_0,3407.0
10084_train_0,3408.0
10085_train_0,3410.0
10086_train_0,3408.0
10087_train_0,3408.0
10088_train_0,3408.0
10089_train_0,3409.0
10090_train_0,3411.0
10091_train_0,3409.0
10092_train_0,3409.0
10093_train_0,3408.0
10094_train_0,3407.0
10095_train_0,3405.0
10096_train_0,3407.0
10097_train_0,3407.0
10098_train_0,3411.0
10099_train_0,3406.0
10100_train_0,3405.0
10101_train_0,3408.0
10102_train_0,3403.0
10103_train_0,3412.0
10104_train_0,3409.0
10105_train_0,3392.0
10106_train_0,3410.0
10107_train_0,3407.0
10108_train_0,3407.0
10109_train_0,3412.0
10110_train_0,3401.0
10111_train_0,3408.0
10112_train_0,3404.0
10113_train_0,3406.0
10114_train_0,3405.0
10115_train_0,3417.0
10116_train_0,3407.0
10117_train_0,3411.0
10118_train_0,3398.0
10119_train_0,3410.0
10120_train_0,3381.0
10121_train_0,3410.0
10122_train_0,3414.0
10123_train_0,3408.0
10124_train_0,3410.0
10125_train_0,3387.0
10126_train_0,3415.0
10127_train_0,3401.0
10128_train_0,3382.0
10129_train_0,3409.0
10130_train_0,3404.0
10131_train_0,3412.0
10132_train_0,3411.0
10133_train_0,3404.0
10134_train_0,3403.0
10135_train_0,3408.0
10136_train_0,3404.0
10137_train_0,3409.0
10138_train_0,3411.0
10139_train_0,3412.0
10140_train_0,3402.0
10141_train_0,3404.0
10142_train_0,3406.0
10143_train_0,3409.0
10144_train_0,3400.0
10145_train_0,3410.0
10146_train_0,3404.0
10147_train_0,3405.0
10148_train_0,3383.0
10149_train_0,3385.0
10150_train_0,3406.0
10151_train_0,3407.0
10152_train_0,3411.0
10153_train_0,3404.0
10154_train_0,3405.0
10155_train_0,3405.0
10156_train_0,3409.0
10157_train_0,3403.0
10158_train_0,3402.0
10159_train_0,3411.0
10160_train_0,3404.0
10161_train_0,3407.0
10162_train_0,3405.0
10163_train_0,3401.0
10164_train_0,3411.0
10165_train_0,3424.0
10166_train_0,3401.0
10167_train_0,3406.0
10168_train_0,3410.0
10169_train_0,3403.0
10170_train_0,3405.0
10171_train_0,3414.0
10172_train_0,3412.0
10173_train_0,3404.0
10174_train_0,3405.0
10175_train_0,3404.0
10176_train_0,3412.0
10177_train_0,3410.0
10178_train_0,3407.0
10179_train_0,3405.0
10180_train_0,3402.0
10181_train_0,3409.0
10182_train_0,3409.0
10183_train_0,3411.0
10184_train_0,3410.0
10185_train_0,3403.0
10186_train_0,3406.0
10187_train_0,3409.0
10188_train_0,3411.0
10189_train_0,3407.0
10190_train_0,3390.0
10191_train_0,3415.0
10192_train_0,3401.0
10193_train_0,3422.0
10194_train_0,3408.0
10195_train_0,3409.0
10196_train_0,3404.0
10197_train_0,3406.0
10198_train_0,3406.0
10199_train_0,3403.0
10200_train_0,3403.0
10201_train_0,3406.0
10202_train_0,3407.0
10203_train_0,3410.0
10204_train_0,3406.0
10205_train_0,3404.0
10206_train_0,3406.0
10207_train_0,3409.0
10208_train_0,3407.0
10209_train_0,3415.0
10210_train_0,3404.0
10211_train_0,3400.0
10212_train_0,3405.0
10213_train_0,3408.0
10214_train_0,3410.0
10215_train_0,3408.0
10216_train_0,3405.0
10217_train_0,3384.0
10218_train_0,3410.0
10219_train_0,3408.0
10220_train_0,3398.0
10221_train_0,3407.0
10222_train_0,3411.0
10223_train_0,3398.0
10224_train_0,3408.0
10225_train_0,3409.0
10226_train_0,3408.0
10227_train_0,3404.0
10228_train_0,3391.0
10229_train_0,3405.0
10230_train_0,3409.0
10231_train_0,3407.0
10232_train_0,3407.0
10233_train_0,3404.0
10234_train_0,3408.0
10235_train_0,3411.0
10236_train_0,3411.0
10237_train_0,3407.0
10238_train_0,3411.0
10239_train_0,3409.0
10240_train_0,3407.0
10241_train_0,3407.0
10242_train_0,3404.0
10243_train_0,3408.0
10244_train_0,3407.0
10245_train_0,3407.0
10246_train_0,3411.0
10247_train_0,3414.0
10248_train_0,3397.0
10249_train_0,3400.0
10250_train_0,3405.0
10251_train_0,3401.0
10252_train_0,3406.0
10253_train_0,3405.0
10254_train_0,3409.0
10255_train_0,3412.0
10256_train_0,3410.0
10257_train_0,3408.0
10258_train_0,3400.0
10259_train_0,3400.0
10260_train_0,3406.0
10261_train_0,3406.0
10262_train_0,3398.0
10263_train_0,3407.0
10264_train_0,3408.0
10265_train_0,3400.0
10266_train_0,3402.0
10267_train_0,3407.0
10268_train_0,3402.0
10269_train_0,3383.0
10270_train_0,3411.0
10271_train_0,3383.0
10272_train_0,3404.0
10273_train_0,3398.0
10274_train_0,3401.0
10275_train_0,3403.0
10276_train_0,3411.0
10277_train_0,3411.0
10278_train_0,3391.0
10279_train_0,3413.0
10280_train_0,3410.0
10281_train_0,3415.0
10282_train_0,3383.0
10283_train_0,3407.0
10284_train_0,3382.0
10285_train_0,3404.0
10286_train_0,3403.0
10287_train_0,3415.0
10288_train_0,3403.0
10289_train_0,3401.0
10290_train_0,3417.0
10291_train_0,3411.0
10292_train_0,3411.0
10293_train_0,3402.0
10294_train_0,3400.0
10295_train_0,3405.0
10296_train_0,3406.0
10297_train_0,3397.0
10298_train_0,3424.0
10299_train_0,3409.0
10300_train_0,3406.0
10301_train_0,3415.0
